"source_genesymbol","target_genesymbol","resource"
"Ctf1","Il6st_Lifr","mouseconsensus"
"Guca2b","Gucy2c","mouseconsensus"
"Mia","Cdh7","mouseconsensus"
"Col24a1","Itga10_Itgb1","mouseconsensus"
"Col24a1","Itga2_Itgb1","mouseconsensus"
"Col24a1","Itga1_Itgb1","mouseconsensus"
"Col24a1","Itga11_Itgb1","mouseconsensus"
"Msmp","Ccr2","mouseconsensus"
"Rspo4","Lgr5_Lrp5","mouseconsensus"
"Rspo4","Lgr4_Lrp5","mouseconsensus"
"Rspo4","Lgr5_Lrp6","mouseconsensus"
"Rspo4","Lgr4_Lrp6","mouseconsensus"
"Rspo4","Lgr6","mouseconsensus"
"Rspo1","Lgr5","mouseconsensus"
"Rspo1","Lrp6","mouseconsensus"
"Rspo1","Lgr4","mouseconsensus"
"Rspo1","Fzd8","mouseconsensus"
"Rspo1","Lgr6","mouseconsensus"
"Col28a1","Itga10_Itgb1","mouseconsensus"
"Col28a1","Itga2_Itgb1","mouseconsensus"
"Col28a1","Itga1_Itgb1","mouseconsensus"
"Col28a1","Itga11_Itgb1","mouseconsensus"
"Nms","Adra2a","mouseconsensus"
"Nms","Mtnr1a","mouseconsensus"
"Nms","Grm7","mouseconsensus"
"Nms","Nmur2","mouseconsensus"
"Nms","Nmur1","mouseconsensus"
"Artn","Gfra3_Ret","mouseconsensus"
"Artn","Gfra1_Ret","mouseconsensus"
"Artn","Gfra2","mouseconsensus"
"Gdf6","Acvr2a_Bmpr1b","mouseconsensus"
"Gdf6","Acvr2b_Bmpr1b","mouseconsensus"
"Gdf6","Bmpr1b_Bmpr2","mouseconsensus"
"Gdf6","Acvr2a_Bmpr1a","mouseconsensus"
"Gdf6","Acvr2b_Bmpr1a","mouseconsensus"
"Gdf6","Bmpr1a_Bmpr2","mouseconsensus"
"Enho","Gpr19","mouseconsensus"
"Igfl3","Igflr1","mouseconsensus"
"Cxcl17","Gpr35","mouseconsensus"
"Rspo2","Lgr5","mouseconsensus"
"Rspo2","Rnf43","mouseconsensus"
"Rspo2","Lgr4","mouseconsensus"
"Rspo2","Lgr6","mouseconsensus"
"Sostdc1","Lrp4","mouseconsensus"
"Sostdc1","Lrp5","mouseconsensus"
"Sostdc1","Lrp6","mouseconsensus"
"Il34","Ptprz1","mouseconsensus"
"Uts2b","Sstr5","mouseconsensus"
"Uts2b","Uts2r","mouseconsensus"
"Adm2","Ramp1","mouseconsensus"
"Adm2","Ramp2","mouseconsensus"
"Adm2","Ramp3","mouseconsensus"
"Adm2","Adrb2","mouseconsensus"
"Adm2","Adrb3","mouseconsensus"
"Adm2","Tshr","mouseconsensus"
"Adm2","Vipr1","mouseconsensus"
"Adm2","Adcyap1r1","mouseconsensus"
"Adm2","Pth1r","mouseconsensus"
"Adm2","Calcrl","mouseconsensus"
"Adm2","Gpr20","mouseconsensus"
"Adm2","Gpr84","mouseconsensus"
"Gdf7","Acvr2a_Bmpr1b","mouseconsensus"
"Gdf7","Acvr2b_Bmpr1b","mouseconsensus"
"Gdf7","Bmpr1b_Bmpr2","mouseconsensus"
"Gdf7","Acvr2a_Bmpr1a","mouseconsensus"
"Gdf7","Acvr2b_Bmpr1a","mouseconsensus"
"Gdf7","Bmpr1a_Bmpr2","mouseconsensus"
"Bmp8a","Acvr2a_Bmpr1b","mouseconsensus"
"Bmp8a","Acvr2b_Bmpr1b","mouseconsensus"
"Bmp8a","Bmpr1b_Bmpr2","mouseconsensus"
"Bmp8a","Acvr2a_Bmpr1a","mouseconsensus"
"Bmp8a","Acvr1_Acvr2a","mouseconsensus"
"Bmp8a","Acvr2b_Bmpr1a","mouseconsensus"
"Bmp8a","Bmpr1a_Bmpr2","mouseconsensus"
"Bmp8a","Acvr1_Acvr2b","mouseconsensus"
"Bmp8a","Acvr1_Bmpr2","mouseconsensus"
"Bmp8a","Tgfbr1","mouseconsensus"
"Bmp8a","Tgfbr2","mouseconsensus"
"Ifne","Ifnar1_Ifnar2","mouseconsensus"
"Gphb5","Tshr","mouseconsensus"
"Sftpa1","Tlr2","mouseconsensus"
"Col27a1","Itga10_Itgb1","mouseconsensus"
"Col27a1","Itga2_Itgb1","mouseconsensus"
"Col27a1","Itga1_Itgb1","mouseconsensus"
"Col27a1","Itga11_Itgb1","mouseconsensus"
"Lgi2","Adam23","mouseconsensus"
"Lgi4","Adam23","mouseconsensus"
"Lgi3","Adam23","mouseconsensus"
"Npw","Adra2a","mouseconsensus"
"Npw","Mtnr1a","mouseconsensus"
"Npw","Npbwr1","mouseconsensus"
"Npw","Grm7","mouseconsensus"
"Fndc5","Itgav","mouseconsensus"
"Fndc5","Itgb5","mouseconsensus"
"Draxin","Dcc","mouseconsensus"
"Pcsk9","Ldlr","mouseconsensus"
"Pcsk9","Vldlr","mouseconsensus"
"Pcsk9","Aplp2","mouseconsensus"
"Pcsk9","Lrp1","mouseconsensus"
"Col22a1","Itga10_Itgb1","mouseconsensus"
"Col22a1","Itga2_Itgb1","mouseconsensus"
"Col22a1","Itga1_Itgb1","mouseconsensus"
"Col22a1","Itga11_Itgb1","mouseconsensus"
"Npb","Adra2a","mouseconsensus"
"Npb","Mtnr1a","mouseconsensus"
"Npb","Npbwr1","mouseconsensus"
"Npb","Grm7","mouseconsensus"
"Il1f10","Il1rap_Il1rl2","mouseconsensus"
"Il1f10","Il1r1","mouseconsensus"
"Il1f10","Sigirr","mouseconsensus"
"Il1f10","Il1rapl2","mouseconsensus"
"Il1f10","Il1rapl1","mouseconsensus"
"Rln3","Ramp2","mouseconsensus"
"Rln3","Ramp3","mouseconsensus"
"Rln3","Adrb2","mouseconsensus"
"Rln3","Adra2a","mouseconsensus"
"Rln3","Adrb3","mouseconsensus"
"Rln3","Tshr","mouseconsensus"
"Rln3","Vipr1","mouseconsensus"
"Rln3","Adcyap1r1","mouseconsensus"
"Rln3","Mtnr1a","mouseconsensus"
"Rln3","Pth1r","mouseconsensus"
"Rln3","Grm7","mouseconsensus"
"Rln3","Rxfp4","mouseconsensus"
"Rln3","Rxfp2","mouseconsensus"
"Rln3","Gpr20","mouseconsensus"
"Rln3","Rxfp1","mouseconsensus"
"Rln3","Gpr84","mouseconsensus"
"Rln3","Rxfp3","mouseconsensus"
"Fam3c","Ffar2","mouseconsensus"
"Fam3c","Lamp1","mouseconsensus"
"Fam3c","Lifr","mouseconsensus"
"Fam3c","Pdcd1","mouseconsensus"
"Ccl17","Ccr4","mouseconsensus"
"Ccl17","Ccr8","mouseconsensus"
"Fgf13","Egfr","mouseconsensus"
"Fgf13","Fgfr1","mouseconsensus"
"Fgf13","Fgfr2","mouseconsensus"
"Fgf13","Fgfr4","mouseconsensus"
"Fgf13","Fgfr3","mouseconsensus"
"Wnt2b","Fzd9_Lrp5","mouseconsensus"
"Wnt2b","Fzd9_Lrp6","mouseconsensus"
"Wnt2b","Fzd6_Lrp5","mouseconsensus"
"Wnt2b","Fzd6_Lrp6","mouseconsensus"
"Wnt2b","Fzd7_Lrp5","mouseconsensus"
"Wnt2b","Fzd7_Lrp6","mouseconsensus"
"Wnt2b","Fzd5_Lrp5","mouseconsensus"
"Wnt2b","Fzd2_Lrp5","mouseconsensus"
"Wnt2b","Fzd8_Lrp5","mouseconsensus"
"Wnt2b","Fzd3_Lrp5","mouseconsensus"
"Wnt2b","Fzd4_Lrp5","mouseconsensus"
"Wnt2b","Fzd10_Lrp5","mouseconsensus"
"Wnt2b","Fzd1_Lrp5","mouseconsensus"
"Wnt2b","Fzd5_Lrp6","mouseconsensus"
"Wnt2b","Fzd2_Lrp6","mouseconsensus"
"Wnt2b","Fzd8_Lrp6","mouseconsensus"
"Wnt2b","Fzd3_Lrp6","mouseconsensus"
"Wnt2b","Fzd4_Lrp6","mouseconsensus"
"Wnt2b","Fzd10_Lrp6","mouseconsensus"
"Wnt2b","Fzd1_Lrp6","mouseconsensus"
"Wnt8b","Fzd9_Lrp5","mouseconsensus"
"Wnt8b","Fzd9_Lrp6","mouseconsensus"
"Wnt8b","Fzd6_Lrp5","mouseconsensus"
"Wnt8b","Fzd6_Lrp6","mouseconsensus"
"Wnt8b","Fzd7_Lrp5","mouseconsensus"
"Wnt8b","Fzd7_Lrp6","mouseconsensus"
"Wnt8b","Fzd5_Lrp5","mouseconsensus"
"Wnt8b","Fzd2_Lrp5","mouseconsensus"
"Wnt8b","Fzd8_Lrp5","mouseconsensus"
"Wnt8b","Fzd3_Lrp5","mouseconsensus"
"Wnt8b","Fzd4_Lrp5","mouseconsensus"
"Wnt8b","Fzd10_Lrp5","mouseconsensus"
"Wnt8b","Fzd1_Lrp5","mouseconsensus"
"Wnt8b","Fzd5_Lrp6","mouseconsensus"
"Wnt8b","Fzd2_Lrp6","mouseconsensus"
"Wnt8b","Fzd8_Lrp6","mouseconsensus"
"Wnt8b","Fzd3_Lrp6","mouseconsensus"
"Wnt8b","Fzd4_Lrp6","mouseconsensus"
"Wnt8b","Fzd10_Lrp6","mouseconsensus"
"Wnt8b","Fzd1_Lrp6","mouseconsensus"
"Tslp","Crlf2_Il7r_Tslp","mouseconsensus"
"Tslp","Crlf2_Il7r","mouseconsensus"
"Leap2","Ghsr","mouseconsensus"
"Ucn3","Crhr1","mouseconsensus"
"Ucn3","Il10rb","mouseconsensus"
"Ucn3","Crhr2","mouseconsensus"
"Col26a1","Itga10_Itgb1","mouseconsensus"
"Col26a1","Itga2_Itgb1","mouseconsensus"
"Col26a1","Itga1_Itgb1","mouseconsensus"
"Col26a1","Itga11_Itgb1","mouseconsensus"
"Pth2","Ramp2","mouseconsensus"
"Pth2","Ramp3","mouseconsensus"
"Pth2","Adrb2","mouseconsensus"
"Pth2","Adrb3","mouseconsensus"
"Pth2","Tshr","mouseconsensus"
"Pth2","Vipr1","mouseconsensus"
"Pth2","Adcyap1r1","mouseconsensus"
"Pth2","Pth2r","mouseconsensus"
"Pth2","Pth1r","mouseconsensus"
"Pth2","Gpr20","mouseconsensus"
"Pth2","Gpr84","mouseconsensus"
"Rgma","Bmpr1b","mouseconsensus"
"Rgma","Bmpr2","mouseconsensus"
"Rgma","Neo1","mouseconsensus"
"Rgma","Tfr2","mouseconsensus"
"Oit1","Fpr1","mouseconsensus"
"Oit1","Fpr2","mouseconsensus"
"Bcan","Egfr","mouseconsensus"
"Bcan","Nrcam","mouseconsensus"
"Sfrp2","Fzd5","mouseconsensus"
"Lrig1","Egfr","mouseconsensus"
"Lrig1","Met","mouseconsensus"
"Scgb3a1","Notch3","mouseconsensus"
"Ucn2","Crhr1","mouseconsensus"
"Ucn2","Il10rb","mouseconsensus"
"Ucn2","Crhr2","mouseconsensus"
"Nodal","Acvr1b_Acvr2a_Cfc1","mouseconsensus"
"Nodal","Acvr1c_Acvr2a_Cfc1","mouseconsensus"
"Nodal","Acvr1b_Acvr2b_Cfc1","mouseconsensus"
"Nodal","Acvr1b_Acvr2b_Tdgf1","mouseconsensus"
"Nodal","Acvr1b_Acvr2a","mouseconsensus"
"Nodal","Acvr1c_Acvr2a","mouseconsensus"
"Nodal","Acvr1b_Acvr2b","mouseconsensus"
"Nodal","Acvr1c_Acvr2b","mouseconsensus"
"Gpha2","Tshr","mouseconsensus"
"Gpha2","Epha6","mouseconsensus"
"Hbegf","Egfr_Erbb2","mouseconsensus"
"Hbegf","Erbb2_Erbb4","mouseconsensus"
"Hbegf","Cd44","mouseconsensus"
"Hbegf","Prlr","mouseconsensus"
"Amelx","Cd63","mouseconsensus"
"Amelx","Lamp1","mouseconsensus"
"Amelx","Lamp2","mouseconsensus"
"Nell2","Robo3","mouseconsensus"
"Ccl2","Ccr1","mouseconsensus"
"Ccl2","Ccr2","mouseconsensus"
"Ccl2","Cxcr3","mouseconsensus"
"Ccl2","Ccr3","mouseconsensus"
"Ccl2","Ccr5","mouseconsensus"
"Ccl2","Ccr9","mouseconsensus"
"Ccl2","Ackr4","mouseconsensus"
"Col12a1","Itga10_Itgb1","mouseconsensus"
"Col12a1","Itga2_Itgb1","mouseconsensus"
"Col12a1","Itga1_Itgb1","mouseconsensus"
"Col12a1","Itga11_Itgb1","mouseconsensus"
"Gm2023","Ccrl2","mouseconsensus"
"Gm2023","Adra2a","mouseconsensus"
"Gm2023","Ccr7","mouseconsensus"
"Gm2023","Ccr10","mouseconsensus"
"Gm2023","Mtnr1a","mouseconsensus"
"Gm2023","Cxcr3","mouseconsensus"
"Gm2023","Grm7","mouseconsensus"
"Gm2023","Ackr4","mouseconsensus"
"Nrtn","Gfra2_Ret","mouseconsensus"
"Nrtn","Gfra1_Ret","mouseconsensus"
"Rarres2","Ccrl2","mouseconsensus"
"Rarres2","Cmklr1","mouseconsensus"
"Myoc","Fzd7","mouseconsensus"
"Myoc","Fzd3","mouseconsensus"
"Myoc","Fzd4","mouseconsensus"
"Myoc","Fzd10","mouseconsensus"
"Sema3c","Nrp1_Nrp2_Plxnd1","mouseconsensus"
"Sema3c","Nrp1_Plxna2","mouseconsensus"
"Sema3c","Nrp1_Plxna3","mouseconsensus"
"Sema3c","Nrp1_Plxna4","mouseconsensus"
"Sema3c","Nrp1_Plxna1","mouseconsensus"
"Sema3c","Nrp2_Plxna2","mouseconsensus"
"Sema3c","Nrp2_Plxna3","mouseconsensus"
"Sema3c","Nrp2_Plxna4","mouseconsensus"
"Sema3c","Nrp2_Plxna1","mouseconsensus"
"Gdf15","Ret","mouseconsensus"
"Gdf15","Tgfbr2","mouseconsensus"
"Gdf15","Gfral","mouseconsensus"
"Sost","Lrp4","mouseconsensus"
"Sost","Lrp5","mouseconsensus"
"Sost","Lrp6","mouseconsensus"
"Spon2","Itgb2","mouseconsensus"
"Spon2","Itgb1","mouseconsensus"
"Spon2","Itga5","mouseconsensus"
"Spon2","Itgam","mouseconsensus"
"Spon2","Itga4","mouseconsensus"
"C1qtnf1","Avpr2","mouseconsensus"
"Rspo3","Lgr5","mouseconsensus"
"Rspo3","Lrp6","mouseconsensus"
"Rspo3","Lgr4","mouseconsensus"
"Rspo3","Fzd8","mouseconsensus"
"Rspo3","Lgr6","mouseconsensus"
"Angptl4","Itgav_Itgb3","mouseconsensus"
"Angptl4","Itga5_Itgb1","mouseconsensus"
"Angptl4","Sdc3","mouseconsensus"
"Angptl4","Sdc1","mouseconsensus"
"Angptl4","Cdh5","mouseconsensus"
"Angptl4","Sdc2","mouseconsensus"
"Angptl4","Tie1","mouseconsensus"
"Angptl4","Cdh11","mouseconsensus"
"Pdgfd","Pdgfra_Pdgfrb","mouseconsensus"
"Wnt10a","Fzd9_Lrp5","mouseconsensus"
"Wnt10a","Fzd9_Lrp6","mouseconsensus"
"Wnt10a","Fzd6_Lrp5","mouseconsensus"
"Wnt10a","Fzd6_Lrp6","mouseconsensus"
"Wnt10a","Fzd7_Lrp5","mouseconsensus"
"Wnt10a","Fzd7_Lrp6","mouseconsensus"
"Wnt10a","Fzd5_Lrp5","mouseconsensus"
"Wnt10a","Fzd2_Lrp5","mouseconsensus"
"Wnt10a","Fzd8_Lrp5","mouseconsensus"
"Wnt10a","Fzd3_Lrp5","mouseconsensus"
"Wnt10a","Fzd4_Lrp5","mouseconsensus"
"Wnt10a","Fzd10_Lrp5","mouseconsensus"
"Wnt10a","Fzd1_Lrp5","mouseconsensus"
"Wnt10a","Fzd5_Lrp6","mouseconsensus"
"Wnt10a","Fzd2_Lrp6","mouseconsensus"
"Wnt10a","Fzd8_Lrp6","mouseconsensus"
"Wnt10a","Fzd3_Lrp6","mouseconsensus"
"Wnt10a","Fzd4_Lrp6","mouseconsensus"
"Wnt10a","Fzd10_Lrp6","mouseconsensus"
"Wnt10a","Fzd1_Lrp6","mouseconsensus"
"Fgf23","Fgfr1","mouseconsensus"
"Fgf23","Fgfr2","mouseconsensus"
"Fgf23","Fgfr4","mouseconsensus"
"Fgf23","Fgfr3","mouseconsensus"
"Wnt8a","Fzd9_Lrp5","mouseconsensus"
"Wnt8a","Fzd9_Lrp6","mouseconsensus"
"Wnt8a","Fzd6_Lrp5","mouseconsensus"
"Wnt8a","Fzd6_Lrp6","mouseconsensus"
"Wnt8a","Fzd7_Lrp5","mouseconsensus"
"Wnt8a","Fzd7_Lrp6","mouseconsensus"
"Wnt8a","Fzd5_Lrp5","mouseconsensus"
"Wnt8a","Fzd2_Lrp5","mouseconsensus"
"Wnt8a","Fzd8_Lrp5","mouseconsensus"
"Wnt8a","Fzd3_Lrp5","mouseconsensus"
"Wnt8a","Fzd4_Lrp5","mouseconsensus"
"Wnt8a","Fzd10_Lrp5","mouseconsensus"
"Wnt8a","Fzd1_Lrp5","mouseconsensus"
"Wnt8a","Fzd5_Lrp6","mouseconsensus"
"Wnt8a","Fzd2_Lrp6","mouseconsensus"
"Wnt8a","Fzd8_Lrp6","mouseconsensus"
"Wnt8a","Fzd3_Lrp6","mouseconsensus"
"Wnt8a","Fzd4_Lrp6","mouseconsensus"
"Wnt8a","Fzd10_Lrp6","mouseconsensus"
"Wnt8a","Fzd1_Lrp6","mouseconsensus"
"Wnt5b","Fzd9_Lrp5","mouseconsensus"
"Wnt5b","Fzd9_Lrp6","mouseconsensus"
"Wnt5b","Fzd6_Lrp5","mouseconsensus"
"Wnt5b","Fzd6_Lrp6","mouseconsensus"
"Wnt5b","Fzd7_Lrp5","mouseconsensus"
"Wnt5b","Fzd7_Lrp6","mouseconsensus"
"Wnt5b","Fzd5_Lrp5","mouseconsensus"
"Wnt5b","Fzd2_Lrp5","mouseconsensus"
"Wnt5b","Fzd8_Lrp5","mouseconsensus"
"Wnt5b","Fzd3_Lrp5","mouseconsensus"
"Wnt5b","Fzd10_Lrp5","mouseconsensus"
"Wnt5b","Fzd1_Lrp5","mouseconsensus"
"Wnt5b","Fzd5_Lrp6","mouseconsensus"
"Wnt5b","Fzd2_Lrp6","mouseconsensus"
"Wnt5b","Fzd8_Lrp6","mouseconsensus"
"Wnt5b","Fzd3_Lrp6","mouseconsensus"
"Wnt5b","Fzd10_Lrp6","mouseconsensus"
"Wnt5b","Fzd1_Lrp6","mouseconsensus"
"Wnt5b","Fzd4","mouseconsensus"
"Il25","Il17ra_Il17rb","mouseconsensus"
"Mmrn2","Clec14a","mouseconsensus"
"Mmrn2","Cd248","mouseconsensus"
"Mmrn2","Cd93","mouseconsensus"
"Ntn4","Dcc","mouseconsensus"
"Ntn4","Unc5a","mouseconsensus"
"Il21","Il21r_Il2rg","mouseconsensus"
"Prok2","Prokr2","mouseconsensus"
"Prok2","Prokr1","mouseconsensus"
"Crlf2","Crlf2_Il7r_Tslp","mouseconsensus"
"Spon1","App","mouseconsensus"
"Spon1","Lrp8","mouseconsensus"
"Npvf","Npffr1","mouseconsensus"
"Npvf","Npffr2","mouseconsensus"
"Fgf22","Fgfr1","mouseconsensus"
"Fgf22","Fgfr2","mouseconsensus"
"Fgf22","Fgfrl1","mouseconsensus"
"Retn","Gpr25","mouseconsensus"
"Retn","Tlr4","mouseconsensus"
"Ambn","Cd63","mouseconsensus"
"Fgf20","Fgfr1","mouseconsensus"
"Fgf20","Fgfr2","mouseconsensus"
"Fgf20","Fgfr4","mouseconsensus"
"Fgf20","Fgfr3","mouseconsensus"
"Il23a","Il12rb2","mouseconsensus"
"Gdf3","Acvr1b_Acvr2a_Cfc1","mouseconsensus"
"Gdf3","Acvr1c_Acvr2a_Cfc1","mouseconsensus"
"Gdf3","Acvr1b_Acvr2b_Cfc1","mouseconsensus"
"Gdf3","Acvr1b_Acvr2a","mouseconsensus"
"Gdf3","Acvr1c_Acvr2a","mouseconsensus"
"Gdf3","Acvr1b_Acvr2b","mouseconsensus"
"Gdf3","Acvr1c_Acvr2b","mouseconsensus"
"Ccl28","Adra2a","mouseconsensus"
"Ccl28","Ccr10","mouseconsensus"
"Ccl28","Mtnr1a","mouseconsensus"
"Ccl28","Ccr3","mouseconsensus"
"Ccl28","Grm7","mouseconsensus"
"Enam","Cd63","mouseconsensus"
"Cytl1","Ccr2","mouseconsensus"
"Ltbp3","Itgb5","mouseconsensus"
"Sema3g","Nrp2_Plxna2","mouseconsensus"
"Sema3g","Nrp2_Plxna3","mouseconsensus"
"Sema3g","Nrp2_Plxna4","mouseconsensus"
"Sema3g","Nrp2_Plxna1","mouseconsensus"
"Fgf21","Fgfr1","mouseconsensus"
"Fgf21","Fgfr2","mouseconsensus"
"Fgf21","Fgfr4","mouseconsensus"
"Fgf21","Fgfr3","mouseconsensus"
"Fgf21","Klb","mouseconsensus"
"Il20","Il20rb_Il22ra1","mouseconsensus"
"Il20","Il20ra_Il20rb","mouseconsensus"
"Il1f8","Il1rap_Il1rl2","mouseconsensus"
"Il1f9","Il1rap_Il1rl2","mouseconsensus"
"Il17c","Il17ra_Il17re","mouseconsensus"
"Ifnk","Ifnar1_Ifnar2","mouseconsensus"
"Col20a1","Itga10_Itgb1","mouseconsensus"
"Col20a1","Itga2_Itgb1","mouseconsensus"
"Col20a1","Itga1_Itgb1","mouseconsensus"
"Col20a1","Itga11_Itgb1","mouseconsensus"
"Cntn3","Ptprg","mouseconsensus"
"Galp","Galr2","mouseconsensus"
"Galp","Galr3","mouseconsensus"
"Galp","Galr1","mouseconsensus"
"Clcf1","Cntfr_Il6st_Lifr","mouseconsensus"
"Clcf1","Crlf1","mouseconsensus"
"Il1f5","Il1rap_Il1rl2","mouseconsensus"
"Dkk3","Kremen1","mouseconsensus"
"Dkk4","Lrp5","mouseconsensus"
"Dkk4","Lrp6","mouseconsensus"
"Dkk4","Kremen2","mouseconsensus"
"Dkk4","Kremen1","mouseconsensus"
"Dkk2","Lrp5","mouseconsensus"
"Dkk2","Lrp6","mouseconsensus"
"Dkk2","Kremen2","mouseconsensus"
"Dkk2","Kremen1","mouseconsensus"
"Ghrl","Gpr39","mouseconsensus"
"Ghrl","Tbxa2r","mouseconsensus"
"Ghrl","Ptger3","mouseconsensus"
"Ghrl","Ptgir","mouseconsensus"
"Ghrl","Ghrhr","mouseconsensus"
"Ghrl","Ghsr","mouseconsensus"
"Wnt16","Fzd9_Lrp5","mouseconsensus"
"Wnt16","Fzd9_Lrp6","mouseconsensus"
"Wnt16","Fzd6_Lrp5","mouseconsensus"
"Wnt16","Fzd6_Lrp6","mouseconsensus"
"Wnt16","Fzd7_Lrp5","mouseconsensus"
"Wnt16","Fzd7_Lrp6","mouseconsensus"
"Wnt16","Fzd5_Lrp5","mouseconsensus"
"Wnt16","Fzd2_Lrp5","mouseconsensus"
"Wnt16","Fzd8_Lrp5","mouseconsensus"
"Wnt16","Fzd3_Lrp5","mouseconsensus"
"Wnt16","Fzd4_Lrp5","mouseconsensus"
"Wnt16","Fzd10_Lrp5","mouseconsensus"
"Wnt16","Fzd1_Lrp5","mouseconsensus"
"Wnt16","Fzd5_Lrp6","mouseconsensus"
"Wnt16","Fzd2_Lrp6","mouseconsensus"
"Wnt16","Fzd8_Lrp6","mouseconsensus"
"Wnt16","Fzd3_Lrp6","mouseconsensus"
"Wnt16","Fzd4_Lrp6","mouseconsensus"
"Wnt16","Fzd10_Lrp6","mouseconsensus"
"Wnt16","Fzd1_Lrp6","mouseconsensus"
"Il1f6","Il1rap_Il1rl2","mouseconsensus"
"Il19","Il20ra_Il20rb","mouseconsensus"
"Tac2","Tacr2","mouseconsensus"
"Il17b","Il17rb","mouseconsensus"
"Pcsk1n","Gpr171","mouseconsensus"
"Gdf2","Acvr2a_Acvrl1","mouseconsensus"
"Gdf2","Acvr2b_Acvrl1","mouseconsensus"
"Gdf2","Acvrl1_Bmpr2","mouseconsensus"
"Gdf2","Acvr1","mouseconsensus"
"Angptl2","Itga5_Itgb1","mouseconsensus"
"Angptl2","Tlr4","mouseconsensus"
"Angptl2","Pirb","mouseconsensus"
"Angptl2","Tie1","mouseconsensus"
"Apln","Adra2a","mouseconsensus"
"Apln","Aplnr","mouseconsensus"
"Apln","Mtnr1a","mouseconsensus"
"Apln","Grm7","mouseconsensus"
"Clec11a","Itga10","mouseconsensus"
"Clec11a","Itgb1","mouseconsensus"
"Clec11a","Itga11","mouseconsensus"
"Angpt4","Tie1","mouseconsensus"
"Angpt4","Tek","mouseconsensus"
"Angptl3","Itgav_Itgb3","mouseconsensus"
"Angptl3","Itga5","mouseconsensus"
"Insl5","Adra2a","mouseconsensus"
"Insl5","Mtnr1a","mouseconsensus"
"Insl5","Grm7","mouseconsensus"
"Insl5","Rxfp4","mouseconsensus"
"Insl5","Rxfp2","mouseconsensus"
"Insl5","Rxfp1","mouseconsensus"
"Insl5","Rxfp3","mouseconsensus"
"Wif1","Ryk","mouseconsensus"
"Wnt6","Fzd9_Lrp5","mouseconsensus"
"Wnt6","Fzd9_Lrp6","mouseconsensus"
"Wnt6","Fzd6_Lrp5","mouseconsensus"
"Wnt6","Fzd6_Lrp6","mouseconsensus"
"Wnt6","Fzd7_Lrp5","mouseconsensus"
"Wnt6","Fzd7_Lrp6","mouseconsensus"
"Wnt6","Fzd5_Lrp5","mouseconsensus"
"Wnt6","Fzd2_Lrp5","mouseconsensus"
"Wnt6","Fzd8_Lrp5","mouseconsensus"
"Wnt6","Fzd3_Lrp5","mouseconsensus"
"Wnt6","Fzd4_Lrp5","mouseconsensus"
"Wnt6","Fzd10_Lrp5","mouseconsensus"
"Wnt6","Fzd1_Lrp5","mouseconsensus"
"Wnt6","Fzd5_Lrp6","mouseconsensus"
"Wnt6","Fzd2_Lrp6","mouseconsensus"
"Wnt6","Fzd8_Lrp6","mouseconsensus"
"Wnt6","Fzd3_Lrp6","mouseconsensus"
"Wnt6","Fzd4_Lrp6","mouseconsensus"
"Wnt6","Fzd10_Lrp6","mouseconsensus"
"Wnt6","Fzd1_Lrp6","mouseconsensus"
"Cd70","Cd27","mouseconsensus"
"Efna2","Epha2","mouseconsensus"
"Efna3","Epha3","mouseconsensus"
"Efna2","Epha7","mouseconsensus"
"Efna3","Epha7","mouseconsensus"
"Efna2","Epha8","mouseconsensus"
"Efna3","Epha8","mouseconsensus"
"Efna2","Epha5","mouseconsensus"
"Efna3","Epha5","mouseconsensus"
"Efna3","Epha4","mouseconsensus"
"Efna2","Epha4","mouseconsensus"
"Efna3","Epha2","mouseconsensus"
"Ccl11","Ackr2","mouseconsensus"
"Ccl2","Ackr2","mouseconsensus"
"Ccl12","Ackr2","mouseconsensus"
"Ccl4","Ackr2","mouseconsensus"
"Ccl5","Ackr2","mouseconsensus"
"Efna2","Epha3","mouseconsensus"
"Efna2","Epha1","mouseconsensus"
"Ccl22","Dpp4","mouseconsensus"
"Wnt5a","Fzd1","mouseconsensus"
"Ccl11","Dpp4","mouseconsensus"
"Cxcl10","Dpp4","mouseconsensus"
"Efna3","Epha1","mouseconsensus"
"Cxcl1","Dpp4","mouseconsensus"
"Cxcl12","Dpp4","mouseconsensus"
"Cxcl16","Cxcr6","mouseconsensus"
"C3","C3ar1","mouseconsensus"
"Tnfsf8","Tnfrsf8","mouseconsensus"
"Tnfsf4","Tnfrsf4","mouseconsensus"
"Plau","Plaur","mouseconsensus"
"C3","Cr2","mouseconsensus"
"Ccl17","Ackr2","mouseconsensus"
"Ccl22","Ackr2","mouseconsensus"
"Ccl24","Ackr2","mouseconsensus"
"Cd72","Cd5","mouseconsensus"
"Cntf","Il6st_Lifr","mouseconsensus"
"Cntf","Cntfr_Il6st","mouseconsensus"
"Il16","Cd9","mouseconsensus"
"Lgals1","Cd69","mouseconsensus"
"Sema4d","Cd72","mouseconsensus"
"Txlna","Stx3","mouseconsensus"
"Txlna","Stx4a","mouseconsensus"
"Txlna","Stx1a","mouseconsensus"
"Col8a1","Itga1_Itgb1","mouseconsensus"
"Col7a1","Itga1_Itgb1","mouseconsensus"
"Col5a3","Itga1_Itgb1","mouseconsensus"
"Col5a2","Itga1_Itgb1","mouseconsensus"
"Col5a1","Itga1_Itgb1","mouseconsensus"
"Col3a1","Itga1_Itgb1","mouseconsensus"
