dataset	sample	condition	sample_alias	reference	original_label	reference_label	n_cells
GSE245386	GSM7841720	Sham	Sham1	whole_brain	OPC	OPC	4
GSE245386	GSM7841720	Sham	Sham1	whole_brain	OPC	Oligodendrocyte	43
GSE245386	GSM7841720	Sham	Sham1	whole_brain	OPC	Pericyte	1
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Oligodendrocyte	Astrocyte	4
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Oligodendrocyte	Endothelial	93
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Oligodendrocyte	Ependymal	3
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Oligodendrocyte	Fibroblast	1
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Oligodendrocyte	Lymphocyte	3
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Oligodendrocyte	Macrophage	3
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Oligodendrocyte	Microglia	172
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Oligodendrocyte	Neuron/Other	13
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Oligodendrocyte	Oligodendrocyte	1556
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Oligodendrocyte	Pericyte	9
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Pericyte	Astrocyte	7
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Pericyte	Dendritic	2
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Pericyte	Endothelial	37
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Pericyte	Fibroblast	2
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Pericyte	Macrophage	2
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Pericyte	Microglia	97
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Pericyte	Neuron/Other	6
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Pericyte	Oligodendrocyte	15
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Pericyte	Pericyte	268
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Pericyte	Smooth_muscle	51
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Smooth_muscle	Astrocyte	5
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Smooth_muscle	Endothelial	159
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Smooth_muscle	Ependymal	5
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Smooth_muscle	Fibroblast	5
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Smooth_muscle	Lymphocyte	1
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Smooth_muscle	Macrophage	4
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Smooth_muscle	Microglia	163
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Smooth_muscle	Neuron/Other	53
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Smooth_muscle	Oligodendrocyte	55
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Smooth_muscle	Pericyte	9
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Smooth_muscle	Smooth_muscle	303
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Smooth_muscle	Tanycyte	1
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Unassigned	Astrocyte	94
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Unassigned	Astroependymal	4
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Unassigned	Choroid	13
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Unassigned	Dendritic	14
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Unassigned	Endothelial	909
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Unassigned	Ependymal	38
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Unassigned	Fibroblast	10
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Unassigned	Lymphocyte	34
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Unassigned	Macrophage	38
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Unassigned	Microglia	3185
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Unassigned	Neuron/Other	295
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Unassigned	Oligodendrocyte	356
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Unassigned	Pericyte	53
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Unassigned	Smooth_muscle	27
GSE245386	GSM7841720	Sham	Sham1	whole_brain	Unassigned	Tanycyte	1
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Astrocyte	Astrocyte	540
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Astrocyte	Endothelial	8
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Astrocyte	Microglia/Macrophage	131
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Astrocyte	Mural	1
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Astrocyte	Neuron/Other	14
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Astrocyte	Oligodendrocyte	54
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Choroid	Astrocyte	78
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Choroid	Endothelial	9
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Choroid	Fibroblast	1
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Choroid	Microglia/Macrophage	138
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Choroid	Neuron/Other	5
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Choroid	Oligodendrocyte	72
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Endothelial	Astrocyte	1
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Endothelial	Endothelial	1793
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Endothelial	Microglia/Macrophage	105
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Endothelial	Neuron/Other	8
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Endothelial	Oligodendrocyte	51
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Ependymal	Astrocyte	124
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Ependymal	Endothelial	9
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Ependymal	Microglia/Macrophage	116
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Ependymal	Mural	1
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Ependymal	Neuron/Other	3
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Ependymal	Oligodendrocyte	60
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Erythroid	Astrocyte	4
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Erythroid	Endothelial	70
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Erythroid	Microglia/Macrophage	78
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Erythroid	Mural	8
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Erythroid	Neuron/Other	2
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Erythroid	Oligodendrocyte	52
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Fibroblast	Endothelial	6
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Fibroblast	Fibroblast	16
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Fibroblast	Microglia/Macrophage	4
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Fibroblast	Mural	1
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Fibroblast	Neuron/Other	1
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Fibroblast	Oligodendrocyte	2
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Lymphocyte	Endothelial	7
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Lymphocyte	Microglia/Macrophage	75
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Lymphocyte	Oligodendrocyte	15
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Microglia	Astrocyte	1
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Microglia	Endothelial	3
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Microglia	Microglia/Macrophage	2290
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Microglia	Neuron/Other	1
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Microglia	Oligodendrocyte	14
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Myeloid	Astrocyte	1
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Myeloid	Endothelial	5
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Myeloid	Microglia/Macrophage	682
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Myeloid	Mural	1
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Myeloid	Oligodendrocyte	10
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Neuron	Astrocyte	28
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Neuron	Endothelial	5
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Neuron	Microglia/Macrophage	58
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Neuron	Neuron/Other	39
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Neuron	Oligodendrocyte	114
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Neutrophil	Astrocyte	1
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Neutrophil	Endothelial	4
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Neutrophil	Microglia/Macrophage	38
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Neutrophil	Oligodendrocyte	4
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	OPC	Astrocyte	1
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	OPC	Microglia/Macrophage	4
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	OPC	Oligodendrocyte	61
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Oligodendrocyte	Endothelial	12
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Oligodendrocyte	Microglia/Macrophage	87
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Oligodendrocyte	Mural	1
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Oligodendrocyte	Oligodendrocyte	1757
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Pericyte	Astrocyte	4
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Pericyte	Endothelial	13
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Pericyte	Microglia/Macrophage	112
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Pericyte	Mural	309
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Pericyte	Neuron/Other	11
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Pericyte	Oligodendrocyte	38
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Smooth_muscle	Astrocyte	11
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Smooth_muscle	Endothelial	38
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Smooth_muscle	Microglia/Macrophage	290
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Smooth_muscle	Mural	304
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Smooth_muscle	Neuron/Other	19
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Smooth_muscle	Oligodendrocyte	101
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Unassigned	Astrocyte	80
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Unassigned	Endothelial	352
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Unassigned	Microglia/Macrophage	3725
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Unassigned	Mural	42
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Unassigned	Neuron/Other	43
GSE245386	GSM7841720	Sham	Sham1	cortex_hippocampus	Unassigned	Oligodendrocyte	829
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Astrocyte	Astrocyte	499
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Astrocyte	Astroependymal	6
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Astrocyte	Endothelial	6
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Astrocyte	Lymphocyte	1
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Astrocyte	Microglia	16
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Astrocyte	Neuron/Other	6
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Astrocyte	Oligodendrocyte	3
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Choroid	Astrocyte	7
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Choroid	Choroid	124
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Choroid	Endothelial	15
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Choroid	Fibroblast	1
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Choroid	Lymphocyte	2
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Choroid	Microglia	15
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Choroid	Neuron/Other	6
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Choroid	Oligodendrocyte	7
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Choroid	Pericyte	1
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Choroid	Smooth_muscle	2
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Endothelial	Astrocyte	1
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Endothelial	Dendritic	1
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Endothelial	Endothelial	1824
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Endothelial	Fibroblast	1
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Endothelial	Lymphocyte	2
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Endothelial	Macrophage	1
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Endothelial	Microglia	28
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Endothelial	Neuron/Other	2
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Ependymal	Astrocyte	1
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Ependymal	Astroependymal	1
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Ependymal	Choroid	2
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Ependymal	Endothelial	2
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Ependymal	Ependymal	79
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Ependymal	Microglia	1
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Ependymal	Neuron/Other	1
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Ependymal	Oligodendrocyte	1
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Ependymal	Tanycyte	1
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Erythroid	Astrocyte	3
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Erythroid	Choroid	1
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Erythroid	Endothelial	41
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Erythroid	Fibroblast	1
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Erythroid	Lymphocyte	1
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Erythroid	Microglia	11
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Erythroid	Neuron/Other	1
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Erythroid	Oligodendrocyte	1
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Fibroblast	Astrocyte	1
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Fibroblast	Endothelial	2
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Fibroblast	Fibroblast	32
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Fibroblast	Macrophage	2
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Fibroblast	Microglia	2
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Fibroblast	Pericyte	2
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Lymphocyte	Endothelial	5
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Lymphocyte	Lymphocyte	112
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Lymphocyte	Macrophage	1
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Lymphocyte	Microglia	6
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Lymphocyte	Oligodendrocyte	1
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Microglia	Endothelial	2
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Microglia	Microglia	1961
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Myeloid	Astrocyte	3
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Myeloid	Dendritic	23
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Myeloid	Endothelial	18
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Myeloid	Fibroblast	1
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Myeloid	Lymphocyte	1
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Myeloid	Macrophage	193
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Myeloid	Microglia	317
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Myeloid	Neuron/Other	4
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Myeloid	Oligodendrocyte	1
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Neuron	Endothelial	2
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Neuron	Microglia	4
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Neuron	Neuron/Other	113
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Neutrophil	Endothelial	1
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Neutrophil	Microglia	6
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Neutrophil	Monocytes	18
GSE245386	GSM7841721	Sham	Sham2	whole_brain	OPC	Astrocyte	1
GSE245386	GSM7841721	Sham	Sham2	whole_brain	OPC	Endothelial	1
GSE245386	GSM7841721	Sham	Sham2	whole_brain	OPC	Neuron/Other	1
GSE245386	GSM7841721	Sham	Sham2	whole_brain	OPC	OPC	1
GSE245386	GSM7841721	Sham	Sham2	whole_brain	OPC	Oligodendrocyte	25
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Oligodendrocyte	Astrocyte	4
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Oligodendrocyte	Astroependymal	1
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Oligodendrocyte	Dendritic	2
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Oligodendrocyte	Endothelial	16
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Oligodendrocyte	Microglia	9
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Oligodendrocyte	Neuron/Other	1
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Oligodendrocyte	Oligodendrocyte	1174
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Oligodendrocyte	Pericyte	5
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Oligodendrocyte	Smooth_muscle	1
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Pericyte	Endothelial	15
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Pericyte	Fibroblast	3
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Pericyte	Microglia	37
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Pericyte	Neuron/Other	1
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Pericyte	Oligodendrocyte	1
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Pericyte	Pericyte	270
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Pericyte	Smooth_muscle	28
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Smooth_muscle	Astrocyte	2
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Smooth_muscle	Endothelial	23
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Smooth_muscle	Lymphocyte	1
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Smooth_muscle	Microglia	11
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Smooth_muscle	Neuron/Other	3
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Smooth_muscle	Oligodendrocyte	4
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Smooth_muscle	Smooth_muscle	304
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Unassigned	Astrocyte	27
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Unassigned	Astroependymal	1
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Unassigned	Choroid	8
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Unassigned	Dendritic	15
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Unassigned	Endothelial	329
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Unassigned	Ependymal	4
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Unassigned	Fibroblast	2
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Unassigned	Lymphocyte	22
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Unassigned	Macrophage	20
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Unassigned	Microglia	1932
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Unassigned	Monocytes	2
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Unassigned	Neuron/Other	45
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Unassigned	OEC	1
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Unassigned	Oligodendrocyte	72
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Unassigned	Pericyte	11
GSE245386	GSM7841721	Sham	Sham2	whole_brain	Unassigned	Smooth_muscle	21
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Astrocyte	Astrocyte	520
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Astrocyte	Endothelial	3
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Astrocyte	Microglia/Macrophage	11
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Astrocyte	Neuron/Other	1
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Astrocyte	Oligodendrocyte	2
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Choroid	Astrocyte	65
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Choroid	Endothelial	8
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Choroid	Microglia/Macrophage	82
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Choroid	Mural	2
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Choroid	Neuron/Other	1
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Choroid	Oligodendrocyte	22
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Endothelial	Endothelial	1829
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Endothelial	Microglia/Macrophage	24
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Endothelial	Mural	2
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Endothelial	Neuron/Other	2
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Endothelial	Oligodendrocyte	3
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Ependymal	Astrocyte	79
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Ependymal	Endothelial	2
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Ependymal	Microglia/Macrophage	6
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Ependymal	Oligodendrocyte	2
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Erythroid	Astrocyte	2
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Erythroid	Endothelial	37
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Erythroid	Microglia/Macrophage	17
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Erythroid	Oligodendrocyte	4
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Fibroblast	Astrocyte	1
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Fibroblast	Endothelial	1
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Fibroblast	Fibroblast	25
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Fibroblast	Microglia/Macrophage	9
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Fibroblast	Mural	4
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Fibroblast	Oligodendrocyte	1
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Lymphocyte	Astrocyte	5
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Lymphocyte	Endothelial	7
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Lymphocyte	Microglia/Macrophage	110
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Lymphocyte	Neuron/Other	1
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Lymphocyte	Oligodendrocyte	2
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Microglia	Endothelial	2
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Microglia	Microglia/Macrophage	1961
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Myeloid	Endothelial	3
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Myeloid	Microglia/Macrophage	558
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Neuron	Astrocyte	20
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Neuron	Microglia/Macrophage	17
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Neuron	Neuron/Other	31
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Neuron	Oligodendrocyte	51
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Neutrophil	Endothelial	2
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Neutrophil	Microglia/Macrophage	23
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	OPC	Astrocyte	1
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	OPC	Oligodendrocyte	28
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Oligodendrocyte	Astrocyte	3
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Oligodendrocyte	Endothelial	5
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Oligodendrocyte	Microglia/Macrophage	15
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Oligodendrocyte	Mural	4
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Oligodendrocyte	Oligodendrocyte	1186
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Pericyte	Endothelial	14
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Pericyte	Microglia/Macrophage	39
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Pericyte	Mural	296
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Pericyte	Neuron/Other	1
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Pericyte	Oligodendrocyte	5
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Smooth_muscle	Astrocyte	4
