dataset_discovery	config_discovery	sender	receiver	ligand	receptor	eligible_05_discovery	eligible_10_discovery	eligible_20_discovery	mean_control_score_discovery	mean_stroke_score_discovery	score_difference_discovery	welch_p_discovery	exact_permutation_p_discovery	ligand_mean_log2fc_discovery	receptor_mean_log2fc_discovery	ligand_min_padj_discovery	receptor_min_padj_discovery	ligand_any_changed_discovery	receptor_any_changed_discovery	candidate_changed_component_discovery	ligand_min_detection_stroke_discovery	receptor_min_detection_stroke_discovery	welch_fdr_discovery	welch_fdr_eligible_05_discovery	welch_fdr_eligible_10_discovery	welch_fdr_eligible_20_discovery	dataset_validation	config_validation	eligible_05_validation	eligible_10_validation	eligible_20_validation	mean_control_score_validation	mean_stroke_score_validation	score_difference_validation	welch_p_validation	exact_permutation_p_validation	ligand_mean_log2fc_validation	receptor_mean_log2fc_validation	ligand_min_padj_validation	receptor_min_padj_validation	ligand_any_changed_validation	receptor_any_changed_validation	candidate_changed_component_validation	ligand_min_detection_stroke_validation	receptor_min_detection_stroke_validation	welch_fdr_validation	welch_fdr_eligible_05_validation	welch_fdr_eligible_10_validation	welch_fdr_eligible_20_validation	same_direction	both_eligible10	discovery_selected
GSE174574	primary	Endothelial	Astrocyte	Lamb2	Itga6_Itgb1	True	True	True	0.3114820272322728	0.3250164102563466	0.0135343830240737	0.5021780460492209	0.7	-0.3950069222717068	0.185322621588404	0.0001310240652709	0.0197423303675214	False	True	True	0.2217232230336376	0.2358977225527863		0.5798503012574465	0.5789441167828597	0.5531236449237795	GSE245386	primary	True	True	True	0.4454299263200292	0.4860681098923706	0.0406381835723413	0.2706403049193991	0.1	0.0072021002399416	0.0139372588712054	0.9844955807171551	0.327652292969497	False	False	False	0.4656827628242045	0.4466461049037864		0.5780971063961171	0.5230739131553734	0.5038559097891019	True	True	True
GSE174574	primary	Endothelial	Astrocyte	Lamb2	Itgav_Itgb8	True	True	False	0.28243931564117	0.2511141956644273	-0.0313251199767427	0.0475662207955145	0.1	-0.3950069222717068	0.0199117972730211	0.0001310240652709	0.7566158837984164	False	False	False	0.2217232230336376	0.1466903308198442		0.0917261649100204	0.0924892745375961		GSE245386	primary	True	True	True	0.4892995464113168	0.5170286794095107	0.0277291329981938	0.554242469499014	0.9	0.0072021002399416	0.4995963879594679	0.9844955807171551	0.0010467480265429	False	True	True	0.4656827628242045	0.4708061762880198		0.7653207931633581	0.7334114383246279	0.730830764197438	False	True	False
GSE174574	primary	Endothelial	Astrocyte	Lamb2	Rpsa	True	True	True	0.5141771005170307	0.5488287589362987	0.0346516584192679	0.1953449423570082	0.3	-0.3950069222717068	0.7928302532292689	0.0001310240652709	5.75550263789956e-10	False	True	True	0.2217232230336376	0.5570156693716178		0.2649102275848637	0.2678593527774128	0.2433805839202069	GSE245386	primary	True	True	True	0.6551822038782699	0.7172616038985569	0.062079400020287	0.2782690437953964	0.1	0.0072021002399416	0.6487063837718452	0.9844955807171551	0.1462916863589511	False	False	False	0.4656827628242045	0.677868947858473		0.583215289818854	0.5302370174875607	0.5124073141254436	True	True	True
GSE174574	primary	Endothelial	Astrocyte	Lamc1	Dag1	True	True	False	0.221139510124759	0.232195848017118	0.011056337892359	0.5824412751474136	0.7	0.1387657963498982	-0.0561985453197353	0.4934228411108062	0.9053272420543832	False	False	False	0.1118291583693563	0.2535942374258306		0.6594004826743992	0.6568340859917873		GSE245386	primary	True	True	True	0.4371702363174035	0.4652828904173746	0.028112654099971	0.4368089681922588	0.7	0.3653316509555179	-0.1796610724965246	0.0803307860891645	0.817149170871817	False	False	False	0.4169887282716341	0.4869258224705152		0.6922145309714828	0.6394411089027304	0.6317859816760006	True	True	False
GSE174574	primary	Endothelial	Astrocyte	Lamc1	Itga6_Itgb1	True	True	False	0.1849824680406147	0.223887258269519	0.0389047902289043	0.0352237622160387	0.1	0.1387657963498982	0.185322621588404	0.4934228411108062	0.0197423303675214	False	True	True	0.1118291583693563	0.2358977225527863		0.0741863595276346	0.0750058936600353		GSE245386	primary	True	True	True	0.3842646705950143	0.4614199327954146	0.0771552622004003	0.4759056138101968	0.2	0.3653316509555179	0.0139372588712054	0.0803307860891645	0.327652292969497	False	False	False	0.4169887282716341	0.4466461049037864		0.7157351213838579	0.6648514193777078	0.6653128647915126	True	True	True
GSE174574	primary	Endothelial	Astrocyte	Lamc1	Itgav_Itgb8	True	True	False	0.1676995535872744	0.1731935341121536	0.0054939805248792	0.6184394873060783	0.6	0.1387657963498982	0.0199117972730211	0.4934228411108062	0.7566158837984164	False	False	False	0.1118291583693563	0.1466903308198442		0.6939038295071176	0.6931117473832829		GSE245386	primary	True	True	True	0.4213188709883099	0.4868406969841821	0.0655218259958721	0.3234804207558603	0.4	0.3653316509555179	0.4995963879594679	0.0803307860891645	0.0010467480265429	False	True	True	0.4169887282716341	0.4708061762880198		0.622440052320518	0.5640490123935252	0.5533782271070203	True	True	False
GSE174574	primary	Endothelial	Astrocyte	Lcn2	Fcgr3	True	True	True	0.2781204762796121	0.5875379479087103	0.3094174716290981	0.0015097928116189	0.1	2.3223941417030742	0.7032063162458345	2.9117371196701244e-30	0.0010824419323819	True	True	True	0.3170723056464874	0.3233093727262553		0.0090569389798714	0.0087075316891651	0.0076496169122026	GSE245386	primary	True	True	True	0.056216729815539	0.666148102774746	0.609931372959207	0.0529285312940474	0.1	8.300920590346614	1.1862290454883728	0.0	0.0035346541090266	True	True	True	0.6885547993985176	0.2653049348230912		0.3814727072534396	0.3520692483398692	0.325354795307527	True	True	True
GSE174574	primary	Endothelial	Astrocyte	Lgals3bp	Itgb1	True	True	True	0.3251800651766843	0.384780052487645	0.0595999873109607	0.0397259839227489	0.1	0.0771360485250973	0.5306270178308851	0.5602056507234947	0.0197423303675214	False	True	True	0.294189996669547	0.239299083097004		0.0803039996722592	0.0803396993298051	0.0774147379007415	GSE245386	primary	True	True	True	0.3161296768291772	0.2841117507989332	-0.032017926030244	0.6905239497714906	0.7	-0.6355264590259386	0.4338796345697815	0.0046357417247762	0.4821921488395028	True	False	True	0.1943463078929166	0.470951660459342		0.8519825768579351	0.8364883619183097	0.8381632080905018	False	True	True
GSE174574	primary	Endothelial	Astrocyte	Lin7c	Abca1	True	True	False	0.2150095580658016	0.2210681020195976	0.0060585439537959	0.7366644181400408	0.8	-0.0215968871978657	0.0055368578186013	0.9282011756792412	0.994435849518374	False	False	False	0.118579407092675	0.2177289438427961		0.8010821406357898	0.7943912783711009		GSE245386	primary	True	True	True	0.4510388749214387	0.5216512423558541	0.0706123674344154	0.3356731658397993	0.4	0.2050800036026252	0.3198602956605781	0.293335044027679	0.5363823942056268	False	False	False	0.3595733619077932	0.623923417132216		0.6248278457049492	0.5642256234938006	0.5533782271070203	True	True	False
GSE174574	primary	Endothelial	Astrocyte	Lman1	Mcfd2	True	True	False	0.2710967830451121	0.3231590038702107	0.0520622208250985	0.0767432855628995	0.1	0.5621713881458521	0.0809295796706803	2.610353380237036e-09	0.8832535316374657	True	False	True	0.3211220951804905	0.1675379634855371		0.1300324434032051	0.1342080646075827		GSE245386	primary	True	True	False	0.2600973022710868	0.231846339621159	-0.0282509626499277	0.4229444400848069	0.4	0.0108162925939481	-0.1118436066593071	0.9726216517098408	0.9420657817110848	False	False	False	0.4476120382357635	0.1747167908131595		0.6825061928879854	0.6278455128148152		False	True	True
GSE174574	primary	Endothelial	Astrocyte	Lpl	Lrp1	True	True	False	0.1174524070526762	0.3434614375131943	0.226009030460518	1.3620230121776147e-05	0.1	2.810852654895585	0.3512112890406507	3.5507954200056026e-45	0.0610258084736296	True	False	True	0.1343435991709929	0.3913716444736061		0.0008352246118469	0.0008217538840138		GSE245386	primary	True	True	False	0.0847951280311902	0.4107133036829035	0.3259181756517132	0.0331830391927702	0.1	4.465626797551733	0.6101579583740807	4.0309530382861133e-94	0.1705920620167662	True	False	True	0.1655210747531392	0.6289377715704532		0.3172761563146101	0.2951286335710881		True	True	True
GSE174574	primary	Endothelial	Astrocyte	Lrpap1	Lrp1	True	True	True	0.4970359980476586	0.5674613767001123	0.0704253786524536	0.0213287242169509	0.1	-0.0120106940615536	0.3512112890406507	0.9326423974782524	0.0610258084736296	False	False	False	0.3610979586195599	0.3913716444736061		0.0504133481491568	0.0507960405693174	0.0469850156663267	GSE245386	primary	True	True	True	0.5691452057246398	0.6265102099943373	0.0573650042696974	0.2329709638317597	0.4	-0.1198102343019386	0.6101579583740807	0.5667353165095174	0.1705920620167662	False	False	False	0.459937224238883	0.6289377715704532		0.5546395387509397	0.5036013850649028	0.4748066687962769	True	True	False
GSE174574	primary	Endothelial	Astrocyte	Mfge8	Itgav	True	True	True	0.4041414088096637	0.4590311527276869	0.0548897439180232	0.0871711423767867	0.1	0.152583200914518	0.1226010408229159	0.1164316268907485	0.7566158837984164	False	False	False	0.3928507402302947	0.2463517542087405		0.1419590525963222	0.1447520804605357	0.1325001364127158	GSE245386	primary	True	True	True	0.4294348956655291	0.5056833972734268	0.0762485016078977	0.2827532753853765	0.1	-0.2000813353808483	0.918563271507335	0.3148313124485342	0.0010467480265429	False	True	True	0.3263585858255868	0.6102188081936686		0.5904847553100971	0.5345207022022723	0.5161173323628269	True	True	False
GSE174574	primary	Endothelial	Astrocyte	Mfge8	Itgb5	True	True	False	0.3571659374021974	0.35039546785255	-0.0067704695496473	0.761811879700619	0.7	0.152583200914518	-0.2521915484516727	0.1164316268907485	0.492057305590589	False	False	False	0.3928507402302947	0.1472671030837095		0.8194096395067999	0.8183261140997747		GSE245386	primary	True	True	True	0.4811845797186725	0.393795274364161	-0.0873893053545115	0.3346035115240284	0.1	-0.2000813353808483	-0.4183655955181652	0.3148313124485342	0.366822993206607	False	False	False	0.3263585858255868	0.4817562849162011		0.6239893134428552	0.5641348592738433	0.5533782271070203	True	True	False
GSE174574	primary	Endothelial	Astrocyte	Mfge8	Pdgfrb	True	True	True	0.4161403835121096	0.3792340013182187	-0.0369063821938908	0.0817116933291547	0.1	0.152583200914518	-0.5597793259469891	0.1164316268907485	0.0192376294259968	False	True	True	0.3928507402302947	0.1676888028137679		0.1354079489454564	0.1395265706846888	0.1267365039390972	GSE245386	primary	True	True	True	0.3149615042704319	0.2919899868839221	-0.0229715173865098	0.7484236877728419	0.6	-0.2000813353808483	-0.0460827487823277	0.3148313124485342	0.9775570575092888	False	False	False	0.3263585858255868	0.3160983085040347		0.8860430264007605	0.8730340664734002	0.8779935492943117	True	True	True
GSE174574	primary	Endothelial	Astrocyte	Mfng	Notch1	True	True	True	0.3822987453252565	0.4161272417905601	0.0338284964653036	0.1023911587430974	0.2	0.2000089015850942	0.0925467416030462	0.0650352742951398	0.8034024509308639	False	False	False	0.2814389318422938	0.2940715801869302		0.162191037168688	0.1647359976222279	0.1511015158150564	GSE245386	primary	True	True	True	0.4372350455925091	0.5022724203816754	0.0650373747891662	0.1102337053701278	0.2	0.1680013611345275	0.2433346462031193	0.4809238895574746	0.6859384927571354	False	False	False	0.3931052603576972	0.5766992551210428		0.4481514502817518	0.4074666227207029	0.357992318360598	True	True	False
GSE174574	primary	Endothelial	Astrocyte	Mfng	Notch2	True	True	False	0.3432591291997069	0.3400366995263035	-0.0032224296734034	0.8176175316697104	0.8	0.2000089015850942	-0.2218897523374423	0.0650352742951398	0.5278701049550769	False	False	False	0.2814389318422938	0.181144461258283		0.8620698109152063	0.8554264348683097		GSE245386	primary	True	True	True	0.4291544749301099	0.4206695648594987	-0.0084849100706112	0.8625381346405588	0.8	0.1680013611345275	-0.3925193203009718	0.4809238895574746	0.5202768792781676	False	False	False	0.3931052603576972	0.4557146182495344		0.9457514611735998	0.9353579480454388	0.9268404634440968	True	True	False
GSE174574	primary	Endothelial	Astrocyte	Nampt	Insr	True	True	False	0.3478738470509521	0.2956949114074436	-0.0521789356435085	0.0249865969133131	0.1	-0.6700899632381635	0.0597665685536846	4.122006455583174e-15	0.9225029025232844	True	False	True	0.3092566474632988	0.1370636246486994		0.0576143549621959	0.0576124081695499		GSE245386	primary	True	True	True	0.6775474190390024	0.606950150203267	-0.0705972688357353	0.3639238936892652	0.3	-0.3852537306889868	-0.1303605564796407	0.0079648789472675	0.8825675128617687	False	False	False	0.5701564983716851	0.507477886405959		0.6507685965820145	0.5906825725457573	0.5806114029088277	True	True	True
GSE174574	primary	Endothelial	Astrocyte	Nid1	Itgav	True	True	False	0.1575900619544917	0.2496007691455943	0.0920107071911026	0.0049676764230722	0.1	1.215086920578566	0.1226010408229159	2.575827642481709e-15	0.7566158837984164	True	False	True	0.1323222235841631	0.2463517542087405		0.0183954452635188	0.0200810510833246		GSE245386	primary	True	True	True	0.3171261832938158	0.5170841311353429	0.199957947841527	0.0149689446405579	0.1	0.9026956423368432	0.918563271507335	6.793911629194097e-06	0.0010467480265429	True	True	True	0.3165505440317057	0.6102188081936686		0.2907541812939039	0.2538930015156292	0.2406545715289702	True	True	True
GSE174574	primary	Endothelial	Astrocyte	Nid1	Itgb1	True	True	False	0.1429948591516832	0.2460443658084131	0.1030495066567298	0.0007272635829252	0.1	1.215086920578566	0.5306270178308851	2.575827642481709e-15	0.0197423303675214	True	True	True	0.1323222235841631	0.239299083097004		0.0066067077292248	0.0064022518978934		GSE245386	primary	True	True	True	0.2767017804289817	0.4030384475926782	0.1263366671636965	0.3474328027953064	0.1	0.9026956423368432	0.4338796345697815	6.793911629194097e-06	0.4821921488395028	True	False	True	0.3165505440317057	0.470951660459342		0.6347226783679323	0.573488248894045	0.5628950060792174	True	True	True
GSE174574	primary	Endothelial	Astrocyte	Nid1	Ptprf	True	True	False	0.1238635518149356	0.1719174535779166	0.048053901762981	0.0279362435696976	0.1	1.215086920578566	-0.3071457434890354	2.575827642481709e-15	0.4092172492922966	True	False	True	0.1323222235841631	0.1233205602684214		0.0633704101336702	0.0635111865752801		GSE245386	primary	True	True	True	0.2275496681199046	0.3428335198302236	0.1152838517103189	0.0210427593132427	0.1	0.9026956423368432	0.3648092677094533	6.793911629194097e-06	0.5221833756435484	True	False	True	0.3165505440317057	0.4033597144630664		0.3104788673319806	0.2850337397884701	0.2665416179677417	True	True	True
GSE174574	primary	Endothelial	Astrocyte	P4hb	Mttp	True	True	False	0.2341095523639854	0.2172458934896721	-0.0168636588743133	0.2210047702321169	0.1	0.6531134194706345	-0.8428336514261688	9.296648676655136e-12	0.0101501180183878	True	True	True	0.3541234277306002	0.0678396873818219		0.2949337995664003	0.2996394263072147		GSE245386	primary	True	True	False	0.2324722306058678	0.2811744531472531	0.0487022225413852	0.4055771519316943	0.4	0.6997079992529636	0.056778503481977	1.652555844297859e-07	0.9775570575092888	True	False	True	0.5706558669271473	0.156453677839851		0.6700916028842546	0.6105348388711517		False	True	True
GSE174574	primary	Endothelial	Astrocyte	Pdap1	Pdgfrb	True	True	True	0.3899634550644286	0.3404780368988039	-0.0494854181656247	0.0840851002625245	0.1	0.0498126733402563	-0.5597793259469891	0.7224542565417664	0.0192376294259968	False	True	True	0.3332065275586913	0.1676888028137679		0.1384283091658155	0.1429051938733985	0.1291003559586235	GSE245386	primary	True	True	True	0.3638454513193533	0.3466782388122605	-0.0171672125070928	0.7938517816993951	0.7	-0.128478035642189	-0.0460827487823277	0.5521531470376543	0.9775570575092888	False	False	False	0.4490131870634608	0.3160983085040347		0.9129512064942832	0.9015542337897092	0.8992684139575803	True	True	True
GSE174574	primary	Endothelial	Astrocyte	Pdgfb	Itgav	True	True	True	0.3420526052958936	0.3261346741793837	-0.0159179311165099	0.472948344349538	0.5	-0.4374755058819756	0.1226010408229159	2.1865139836359087e-05	0.7566158837984164	False	False	False	0.2116856622846906	0.2463517542087405		0.5528729482783746	0.5522816150146217	0.5285893260377189	GSE245386	primary	True	True	True	0.8046691355731883	0.885922149455743	0.0812530138825546	0.3324467169709116	0.3	-0.5149931146724349	0.918563271507335	4.188308161279386e-05	0.0010467480265429	True	True	True	0.683127433254959	0.6102188081936686		0.6227448802846554	0.5641348592738433	0.5533782271070203	False	True	False
GSE174574	primary	Endothelial	Astrocyte	Pdgfb	Lrp1	True	True	True	0.4240847641977683	0.4289588940819694	0.0048741298842011	0.5806980252973166	0.4	-0.4374755058819756	0.3512112890406507	2.1865139836359087e-05	0.0610258084736296	False	False	False	0.2116856622846906	0.3913716444736061		0.6594004826743992	0.6568340859917873	0.62600070812193	GSE245386	primary	True	True	True	0.8918842408465478	0.898716791307073	0.0068325504605252	0.9196143020743428	1.0	-0.5149931146724349	0.6101579583740807	4.188308161279386e-05	0.1705920620167662	True	False	True	0.683127433254959	0.6289377715704532		0.9676148060516992	0.9600843728423692	0.9538431222508074	True	True	False
GSE174574	primary	Endothelial	Astrocyte	Pdgfb	S1pr1	True	True	True	0.7915660133887777	0.6349848147348488	-0.1565811986539289	0.0012864008921665	0.1	-0.4374755058819756	-0.4621679238922453	2.1865139836359087e-05	1.901872100192678e-05	False	False	False	0.2116856622846906	0.7076266784240532		0.0086602345776213	0.0084668567811689	0.0075204975234352	GSE245386	primary	True	True	True	1.3083403554687834	0.9925531654296408	-0.3157871900391424	0.0993223845686634	0.1	-0.5149931146724349	-0.91701967942276	4.188308161279386e-05	0.0026266162017026	True	True	True	0.683127433254959	0.6715549348230913		0.438056188657314	0.3956961310355842	0.3548440747837718	True	True	False
GSE174574	primary	Endothelial	Astrocyte	Plat	Lrp1	True	True	True	0.6248614022505298	1.0434181733338932	0.4185567710833634	4.410462014163758e-05	0.1	1.731413312641688	0.3512112890406507	5.100505457774071e-164	0.0610258084736296	True	False	True	0.7886479882763627	0.3913716444736061		0.0019561696227526	0.0017078101917281	0.0014341831444346	GSE245386	primary	True	True	True	0.986735231208466	1.3763597310066031	0.389624499798137	0.018230237911317	0.1	0.9497380699391004	0.6101579583740807	8.970550800886093e-15	0.1705920620167662	True	False	True	0.8875399844869059	0.6289377715704532		0.2970308805889282	0.2736217697993153	0.2537250874878106	True	True	True
GSE174574	primary	Endothelial	Astrocyte	Pltp	Abca1	True	True	True	0.8637692821358686	0.6920589540101053	-0.1717103281257632	0.0526075745267273	0.1	-1.3003218831362915	0.0055368578186013	5.250717302597825e-124	0.994435849518374	True	False	True	0.7576555801596495	0.2177289438427961		0.0980601264934067	0.099307824555139	0.0951946586674114	GSE245386	primary	True	True	True	1.540848622946883	1.03028012347538	-0.510568499471503	0.1375195449476316	0.1	-2.9400475908555577	0.3198602956605781	6.58609944180376e-96	0.5363823942056268	True	False	True	0.7672670679038561	0.623923417132216		0.4677308434296738	0.4166499439359618	0.3636443656843025	True	True	True
GSE174574	primary	Endothelial	Astrocyte	Pros1	Axl	True	True	False	0.2900059470902524	0.308420134716487	0.0184141876262345	0.4544503886942402	0.5	0.3532572811158787	-0.2427271647536193	0.000270209047928	0.5497635421504633	False	False	False	0.3273774336125251	0.1469632954943903		0.5396151072054444	0.54294072840698		GSE245386	primary	True	True	True	0.397864967014857	0.4605711708066551	0.0627062037917981	0.1190428186344163	0.2	0.1331906175851798	0.2982115621445202	0.5258321181020841	0.6716929304812773	False	False	False	0.5646476931506235	0.3593459031657355		0.4553676751646607	0.4161115539398006	0.3605789723854061	True	True	False
GSE174574	primary	Endothelial	Astrocyte	Pros1	Mertk	True	True	True	0.6129912565477477	0.6101623378298672	-0.0028289187178804	0.9263909114070248	0.9	0.3532572811158787	-0.5160255764170755	0.000270209047928	0.0003288178519239	False	True	True	0.3273774336125251	0.4761869900629221		0.9413729746642812	0.9367416478473268	0.9325259505554157	GSE245386	primary	True	True	True	0.9262416213275712	1.078551199589464	0.1523095782618928	0.3133335659998251	0.1	0.1331906175851798	0.7137660244633182	0.5258321181020841	0.0555302181394517	False	False	False	0.5646476931506235	0.7408926908752327		0.6119093105344435	0.5544738875768876	0.5434582182071657	False	True	True
GSE174574	primary	Endothelial	Astrocyte	Psap	Gpr37	True	True	False	0.5627674255164344	0.5497614777228829	-0.0130059477935515	0.7691619274846654	0.8	0.1053304182684159	-0.0240171724818929	0.1775559574970044	0.9711890865832112	False	False	False	0.814961005062639	0.1381932408581671		0.823789905288974	0.8213469550131235		GSE245386	primary	True	True	True	0.5419794538297693	0.3833025322211519	-0.1586769216086174	0.2579490370671585	0.1	-0.2421766318093046	-0.9101472864705163	0.1752964574664822	0.0393606952555129	False	True	True	0.729618179068897	0.1881401303538174		0.5734724014496807	0.5216454300003059	0.4923486839398265	True	True	False
GSE174574	primary	Endothelial	Astrocyte	Psap	Gpr37l1	True	True	True	1.984290253642664	2.0465979007135093	0.0623076470708454	0.059304800188555	0.1	0.1053304182684159	0.0072570156218119	0.1775559574970044	0.980449827921438	False	False	False	0.814961005062639	0.9009210570761932		0.1071825891846154	0.1089763333414056	0.1024355639620495	GSE245386	primary	True	True	True	1.505585910456616	1.3811677892690395	-0.1244181211875763	0.4722821381275181	0.4	-0.2421766318093046	-0.2750981422556625	0.1752964574664822	0.650624036600943	False	False	False	0.729618179068897	0.8190952824332712		0.714671884321069	0.6646245459991246	0.6632175213758212	False	True	False
GSE174574	primary	Endothelial	Astrocyte	Psap	Lrp1	True	True	True	0.8436819387803917	0.978889689613506	0.1352077508331144	0.0121038687039446	0.1	0.1053304182684159	0.3512112890406507	0.1775559574970044	0.0610258084736296	False	False	False	0.814961005062639	0.3913716444736061		0.0344103406217229	0.034876852755115	0.0312745333816819	GSE245386	primary	True	True	True	0.8610038918456132	0.925194825961787	0.0641909341161738	0.2310121677364991	0.3	-0.2421766318093046	0.6101579583740807	0.1752964574664822	0.1705920620167662	False	False	False	0.729618179068897	0.6289377715704532		0.5546395387509397	0.501761122343125	0.4733484613424346	True	True	False
GSE174574	primary	Endothelial	Astrocyte	Psen1	Ncstn	True	True	False	0.1451770492821613	0.1608433772991788	0.0156663280170175	0.3367762294698219	0.4	0.1759461021312018	0.1209490689842952	0.4347459186847514	0.8233647406532826	False	False	False	0.1032326802841703	0.1395779431414547		0.4197178132566045	0.4262692135247397		GSE245386	primary	True	True	True	0.1773844978291144	0.206735433998152	0.0293509361690375	0.0846587041096616	0.1	0.1532802523367045	0.2848782744136581	0.4915251017593043	0.7594520685195019	False	False	False	0.3012953013619226	0.2252773898199875		0.4226386231942292	0.3807552537866976	0.3443991350453551	True	True	False
GSE174574	primary	Endothelial	Astrocyte	Psen1	Notch1	True	True	False	0.2162402261366308	0.2392410815959171	0.0230008554592862	0.2248427011032823	0.2	0.1759461021312018	0.0925467416030462	0.4347459186847514	0.8034024509308639	False	False	False	0.1032326802841703	0.2940715801869302		0.2995254357453619	0.303705439549956		GSE245386	primary	True	True	True	0.3642402412277861	0.4233183197138027	0.0590780784860165	0.1233161759056416	0.2	0.1532802523367045	0.2433346462031193	0.4915251017593043	0.6859384927571354	False	False	False	0.3012953013619226	0.5766992551210428		0.459809842020405	0.4165252507986416	0.3619126093208853	True	True	False
GSE174574	primary	Endothelial	Astrocyte	Psen1	Notch2	True	True	False	0.1946567567429853	0.1954546723303962	0.0007979155874109	0.9624507270166082	1.0	0.1759461021312018	-0.2218897523374423	0.4347459186847514	0.5278701049550769	False	False	False	0.1032326802841703	0.181144461258283		0.9688756317363452	0.9677976755000336		GSE245386	primary	True	True	True	0.3574973207068346	0.3562716345249251	-0.0012256861819094	0.983390227860144	1.0	0.1532802523367045	-0.3925193203009718	0.4915251017593043	0.5202768792781676	False	False	False	0.3012953013619226	0.4557146182495344		0.993197271718646	0.9917000302095162	0.9904990728808198	False	True	False
GSE174574	primary	Endothelial	Astrocyte	Ptn	Cdh10	True	True	False	0.6359199626605692	0.4914009047269505	-0.1445190579336186	0.0038326000298722	0.1	-1.2254211794342516	0.0224992228346416	2.498578897181377e-72	0.9681554532223277	True	False	True	0.4877481399590809	0.1854811329712302		0.016352142356057	0.0175896848759695		GSE245386	primary	True	True	True	1.498215072123716	0.6967927753269201	-0.8014222967967959	0.1158727189475415	0.1	-3.107974134547109	-0.5370030902171486	1.1891106904755533e-17	0.2033906833512552	True	False	True	0.4377103065002851	0.5773490844196152		0.4505314269605068	0.4130391177795139	0.3605789723854061	True	True	True
GSE174574	primary	Endothelial	Astrocyte	Ptn	Ncl	True	True	True	0.8171689668429369	0.7720867660068795	-0.0450822008360574	0.4029102190168547	0.5	-1.2254211794342516	0.8319967902980098	2.498578897181377e-72	7.922051847612892e-08	True	True	True	0.4877481399590809	0.4046963025829561		0.4876313084088418	0.4910892231787926	0.4674988800806254	GSE245386	primary	True	True	True	1.0348588246662416	0.6121778764277817	-0.4226809482384599	0.00896800134038	0.1	-3.107974134547109	0.7621136269074975	1.1891106904755533e-17	0.1104452941765766	True	False	True	0.4377103065002851	0.5646337678460585		0.2534812509631816	0.216457298800228	0.1882452132787486	True	True	True
GSE174574	primary	Endothelial	Astrocyte	Ptn	Plxnb2	True	True	False	0.5033850838689764	0.387030340594402	-0.1163547432745744	0.0070062497245027	0.1	-1.2254211794342516	-0.0236057894309658	2.498578897181377e-72	0.9736067395538406	True	False	True	0.4877481399590809	0.119968524437346		0.022575693556731	0.023483911113611		GSE245386	primary	True	True	True	0.6126460942059869	0.3085710813165548	-0.304075012889432	0.0662271124081261	0.1	-3.107974134547109	0.0570857290737571	1.1891106904755533e-17	0.969932104551412	True	False	True	0.4377103065002851	0.2346950651769087		0.393435693119414	0.3683197562552293	0.3297557865549225	True	True	True
GSE174574	primary	Endothelial	Astrocyte	Ptn	Ptprb	True	True	True	0.7433425861756255	0.4619420964208706	-0.2814004897547549	0.0095604279840481	0.1	-1.2254211794342516	-0.5764885225614121	2.498578897181377e-72	0.0172002602131838	True	True	True	0.4877481399590809	0.1526290333786157		0.0286054075395727	0.0295801276087644	0.0264215464286422	GSE245386	primary	True	True	False	0.6366179167139195	0.2834448741007322	-0.3531730426131872	0.0323602741106132	0.1	-3.107974134547109	-0.1939413491767766	1.1891106904755533e-17	0.8983232589012587	True	False	True	0.4377103065002851	0.1569774208566107		0.3172761563146101	0.2951286335710881		True	True	True
GSE174574	primary	Endothelial	Astrocyte	Ptn	Ptprs	True	True	False	0.6529734461540472	0.4830277087328588	-0.1699457374211884	0.0064611373997608	0.1	-1.2254211794342516	-0.1154192157337412	2.498578897181377e-72	0.8018795331192728	True	False	True	0.4877481399590809	0.17942783173085		0.0215561840682286	0.02270807513314		GSE245386	primary	True	True	True	0.990906732608356	0.4952795908042837	-0.4956271418040722	0.0267494153837114	0.1	-3.107974134547109	-0.1150019422117662	1.1891106904755533e-17	0.9013550400322532	True	False	True	0.4377103065002851	0.4565002327746741		0.3122596474112638	0.290375362160403	0.2786154725180736	True	True	True
GSE174574	primary	Endothelial	Astrocyte	Ptn	Ptprz1	True	True	True	1.5372140593604813	1.1660586558018535	-0.3711554035586277	0.0006370793208987	0.1	-1.2254211794342516	-0.0435022463593874	2.498578897181377e-72	0.8653356113165632	True	False	True	0.4877481399590809	0.7439372915375557		0.0060044725994707	0.0057655678541337	0.0048418028388305	GSE245386	primary	True	True	True	2.22201447508199	1.088601672173708	-1.133412802908282	0.0914264532064561	0.1	-3.107974134547109	-0.37119535709498	1.1891106904755533e-17	0.4190474971429852	True	False	True	0.4377103065002851	0.8435172253258846		0.4226386231942292	0.3807552537866976	0.3443991350453551	True	True	True
GSE174574	primary	Endothelial	Astrocyte	Ptn	Sdc2	True	True	True	0.9858398575535412	0.7127637657122844	-0.2730760918412569	0.0007811794881905	0.1	-1.2254211794342516	-0.1633302025407726	2.498578897181377e-72	0.5101137303343188	True	False	True	0.4877481399590809	0.3671940858316183		0.0067007501250631	0.0064022518978934	0.0053972401002257	GSE245386	primary	True	True	True	1.13175252633457	0.4935431910109903	-0.6382093353235797	0.0653154896956878	0.1	-3.107974134547109	-0.7623722785646081	1.1891106904755533e-17	0.0579726069083921	True	False	True	0.4377103065002851	0.4497691651148355		0.393435693119414	0.3683197562552293	0.3297557865549225	True	True	True
